open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2024-03-28 03:40:00,181.150,181.332,180.982,181.218,102333,2024-03-28 03:44:59.999,5650.07866838,1218,41868,2311.44771094,0
2024-03-28 03:45:00,181.235,182.085,181.233,181.928,151978,2024-03-28 03:49:59.999,8361.89304355,1360,76240,4196.68247063,0
2024-03-28 03:50:00,181.928,182.350,181.791,182.229,129201,2024-03-28 03:54:59.999,7097.54224515,1257,87591,4812.30880549,0
2024-03-28 03:55:00,182.229,182.401,182.148,182.197,104553,2024-03-28 03:59:59.999,5736.05905418,1066,50677,2780.50800152,0
2024-03-28 04:00:00,182.197,182.689,182.036,182.665,134676,2024-03-28 04:04:59.999,7379.67331968,1386,52810,2893.78808683,0
2024-03-28 04:05:00,182.664,182.949,182.600,182.600,74898,2024-03-28 04:09:59.999,4098.73710682,989,37344,2043.59074936,0
2024-03-28 04:10:00,182.600,183.076,182.600,183.076,90659,2024-03-28 04:14:59.999,4956.42195452,1015,54040,2954.20422472,0
2024-03-28 04:15:00,183.076,183.280,182.884,183.119,123791,2024-03-28 04:19:59.999,6760.13901455,1272,68276,3728.05986624,0
2024-03-28 04:20:00,183.119,183.500,183.088,183.455,78203,2024-03-28 04:24:59.999,4264.40747950,1003,32320,1762.62397520,0
2024-03-28 04:25:00,183.443,183.632,183.388,183.490,126426,2024-03-28 04:29:59.999,6890.09094495,935,83920,4573.63882156,0
2024-03-28 04:30:00,183.489,183.489,183.103,183.295,79312,2024-03-28 04:34:59.999,4328.23589440,952,27538,1502.92107836,0
2024-03-28 04:35:00,183.295,183.600,183.032,183.573,87646,2024-03-28 04:39:59.999,4779.60875184,965,50708,2764.48873199,0
2024-03-28 04:40:00,183.569,183.892,183.513,183.778,145293,2024-03-28 04:44:59.999,7911.30037674,921,55685,3032.19404962,0
2024-03-28 04:45:00,183.778,183.910,183.527,183.840,95476,2024-03-28 04:49:59.999,5194.70982641,991,54816,2982.44719154,0
2024-03-28 04:50:00,183.846,183.941,183.760,183.797,44539,2024-03-28 04:54:59.999,2422.63310791,502,22583,1228.38448490,0
2024-03-28 04:55:00,183.803,183.803,183.577,183.744,47731,2024-03-28 04:59:59.999,2598.68704032,589,23421,1275.25451730,0
2024-03-28 05:00:00,183.744,184.147,183.667,184.122,53235,2024-03-28 05:04:59.999,2894.73749902,840,35050,1905.56155227,0
2024-03-28 05:05:00,184.112,184.112,183.827,183.920,30322,2024-03-28 05:09:59.999,1648.49887927,559,14520,789.47528723,0
2024-03-28 05:10:00,183.919,183.943,183.708,183.860,30870,2024-03-28 05:14:59.999,1679.21741782,458,13869,754.47677182,0
2024-03-28 05:15:00,183.859,183.859,183.501,183.600,27342,2024-03-28 05:19:59.999,1488.97623498,451,10596,577.11550259,0
2024-03-28 05:20:00,183.602,184.600,183.600,184.597,128123,2024-03-28 05:24:59.999,6952.56152706,1312,82714,4488.58007256,0
2024-03-28 05:25:00,184.597,184.600,184.140,184.427,79392,2024-03-28 05:29:59.999,4305.22189883,807,32702,1773.37516083,0
2024-03-28 05:30:00,184.427,184.430,183.277,183.490,54020,2024-03-28 05:34:59.999,2941.64862926,683,14760,804.13439094,0
2024-03-28 05:35:00,183.490,183.779,183.291,183.779,35805,2024-03-28 05:39:59.999,1951.22745281,760,23685,1290.84193239,0
2024-03-28 05:40:00,183.783,184.433,183.783,184.322,33409,2024-03-28 05:44:59.999,1814.13172326,718,21895,1189.35974824,0
2024-03-28 05:45:00,184.322,184.323,183.904,183.904,44802,2024-03-28 05:49:59.999,2433.45743526,440,18718,1017.32566925,0
2024-03-28 05:50:00,183.920,184.154,183.489,184.040,201684,2024-03-28 05:54:59.999,10966.63423045,1101,151903,8260.15470459,0
2024-03-28 05:55:00,184.040,184.042,183.723,183.746,39060,2024-03-28 05:59:59.999,2123.70942948,539,13350,726.01150144,0
2024-03-28 06:00:00,183.746,184.090,183.324,183.363,112928,2024-03-28 06:04:59.999,6146.48364042,1465,63143,3437.34949721,0
2024-03-28 06:05:00,183.364,183.636,183.261,183.448,212341,2024-03-28 06:09:59.999,11574.76215602,1506,100136,5458.68979400,0
2024-03-28 06:10:00,183.469,184.352,183.385,184.312,145997,2024-03-28 06:14:59.999,7937.65095133,1432,80379,4367.94005347,0
2024-03-28 06:15:00,184.312,185.240,184.277,185.097,335742,2024-03-28 06:19:59.999,18166.06597930,2463,212040,11474.78378848,0
2024-03-28 06:20:00,185.096,186.144,184.839,185.924,376021,2024-03-28 06:24:59.999,20279.29798261,2394,214533,11566.96652100,0
2024-03-28 06:25:00,185.923,186.600,185.760,186.115,337193,2024-03-28 06:29:59.999,18110.77719599,2149,218301,11724.54696880,0
2024-03-28 06:30:00,186.113,186.424,185.874,186.314,179695,2024-03-28 06:34:59.999,9652.95534985,1825,100392,5393.38658186,0
2024-03-28 06:35:00,186.314,186.314,185.787,185.979,168075,2024-03-28 06:39:59.999,9033.89146429,1688,58653,3152.97396125,0
2024-03-28 06:40:00,185.986,186.966,185.941,186.966,247527,2024-03-28 06:44:59.999,13266.92757523,1702,167864,8996.38402422,0
2024-03-28 06:45:00,186.968,187.065,186.127,186.376,300176,2024-03-28 06:49:59.999,16084.68773607,2372,118688,6361.00678198,0
2024-03-28 06:50:00,186.382,186.517,186.196,186.388,121044,2024-03-28 06:54:59.999,6495.80343149,1324,61056,3276.82531856,0
2024-03-28 06:55:00,186.401,187.075,186.401,186.998,63248,2024-03-28 06:59:59.999,3387.54802890,1111,35604,1906.73239165,0
2024-03-28 07:00:00,186.997,187.060,186.215,186.437,125676,2024-03-28 07:04:59.999,6737.48522265,1534,41026,2199.88442666,0
2024-03-28 07:05:00,186.441,186.792,186.094,186.475,137395,2024-03-28 07:09:59.999,7369.30048035,1642,60255,3231.68745567,0
2024-03-28 07:10:00,186.475,186.659,186.292,186.551,108107,2024-03-28 07:14:59.999,5796.80894606,1217,27005,1448.28427584,0
2024-03-28 07:15:00,186.551,186.970,186.390,186.970,75276,2024-03-28 07:19:59.999,4033.36246626,1159,38682,2072.34201969,0
2024-03-28 07:20:00,186.970,187.172,186.900,186.900,118628,2024-03-28 07:24:59.999,6342.70975655,1164,61455,3285.97026884,0
