create_time,symbol,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2024-01-01 00:00:00,DOGEUSD_PERP,3679303.0,410728175.93212765,,,,7.43356643
2024-01-01 00:05:00,DOGEUSD_PERP,3677560.0,409391072.024936,,,,1.65539045
2024-01-01 00:10:00,DOGEUSD_PERP,3677499.0,409041948.4172102,,,,0.38974511
2024-01-01 00:15:00,DOGEUSD_PERP,3679540.0,409474738.4820832,,,,0.57971014
2024-01-01 00:20:00,DOGEUSD_PERP,3680048.0,409811288.8174203,,,,1.55461791
2024-01-01 00:25:00,DOGEUSD_PERP,3680357.0,409137079.08686346,,,,1.07331042
2024-01-01 00:30:00,DOGEUSD_PERP,3680379.0,409385873.192436,,,,1.21271077
2024-01-01 00:35:00,DOGEUSD_PERP,3680442.0,409261452.96832925,,,,0.58161583
2024-01-01 00:40:00,DOGEUSD_PERP,3679434.0,408566923.17438257,,,,1.98604651
2024-01-01 00:45:00,DOGEUSD_PERP,3679957.0,408928093.59940046,,,,0.22431668
2024-01-01 00:50:00,DOGEUSD_PERP,3679969.0,409021785.0394576,,,,2.68322981
2024-01-01 00:55:00,DOGEUSD_PERP,3679637.0,409226225.8924737,,,,0.6404276
2024-01-01 01:00:00,DOGEUSD_PERP,3679792.0,409138536.80231273,,,,0.68224299
2024-01-01 01:05:00,DOGEUSD_PERP,3681271.0,410489629.7948261,,,,0.84686064
2024-01-01 01:10:00,DOGEUSD_PERP,3675956.0,409851265.4699521,,,,0.10936066
2024-01-01 01:15:00,DOGEUSD_PERP,3680366.0,409616208.8603418,,,,3.46180406
2024-01-01 01:20:00,DOGEUSD_PERP,3680828.0,409390279.16805696,,,,1.31683168
2024-01-01 01:25:00,DOGEUSD_PERP,3682962.0,409127082.8704732,,,,3.23868313
2024-01-01 01:30:00,DOGEUSD_PERP,3683455.0,409137444.2031786,,,,0.9969674
2024-01-01 01:35:00,DOGEUSD_PERP,3684535.0,408888527.3594264,,,,3.19795539
2024-01-01 01:40:00,DOGEUSD_PERP,3687437.0,408897427.36748725,,,,2.45699659
2024-01-01 01:45:00,DOGEUSD_PERP,3687730.0,408975268.93645334,,,,0.83549784
2024-01-01 01:50:00,DOGEUSD_PERP,3688245.0,408476498.2687971,,,,2.64835859
2024-01-01 01:55:00,DOGEUSD_PERP,3687336.0,408433318.56446606,,,,0.1344086
2024-01-01 02:00:00,DOGEUSD_PERP,3695367.0,409420069.4737353,,,,0.4808974
2024-01-01 02:05:00,DOGEUSD_PERP,3695750.0,409955629.5063783,,,,0.2384444
2024-01-01 02:10:00,DOGEUSD_PERP,3693286.0,409963893.1143832,,,,0.8460362
2024-01-01 02:15:00,DOGEUSD_PERP,3692891.0,409781767.29123706,,,,1.74329055
